REGION,CYCLONE_ID,LON,LAT,TIME,WIND_KTS,SIZE,PRESSURE_MB
ATLN,200301L,-32.8,33.6,2003-04-26 18:00:00,40.0,0.0,1002.0
ATLN,200301L,-24.1,35.7,2003-04-27 09:00:00,40.0,0.0,1000.0
ATLN,200301L,-22.4,36.1,2003-04-27 12:00:00,40.0,0.0,1000.0
ATLN,200302L,-43.4,9.6,2003-06-11 09:00:00,30.0,0.0,1008.0
ATLN,200302L,-44.2,9.7,2003-06-11 12:00:00,30.0,0.0,1008.0
ATLN,200302L,-45.0,9.7,2003-06-11 15:00:00,30.0,0.0,1009.0
ATLN,200302L,-45.9,9.7,2003-06-11 18:00:00,30.0,0.0,1010.0
ATLN,200303L,-89.3,20.0,2003-06-28 12:00:00,20.0,0.0,1008.0
ATLN,200303L,-89.3,20.1,2003-06-28 15:00:00,20.0,0.0,1008.0
ATLN,200303L,-89.4,20.3,2003-06-28 18:00:00,20.0,0.0,1008.0
ATLN,200303L,-89.6,20.6,2003-06-28 21:00:00,20.0,0.0,1008.0
ATLN,200303L,-89.8,21.0,2003-06-29 00:00:00,20.0,0.0,1008.0
ATLN,200303L,-90.5,23.4,2003-06-29 12:00:00,35.0,0.0,1007.0
ATLN,200303L,-90.8,24.0,2003-06-29 15:00:00,38.0,0.0,1008.0
ATLN,200303L,-91.1,24.6,2003-06-29 18:00:00,40.0,0.0,1009.0
ATLN,200303L,-91.2,25.3,2003-06-29 21:00:00,43.0,0.0,1009.0
ATLN,200303L,-91.3,25.9,2003-06-30 00:00:00,45.0,0.0,1008.0
ATLN,200303L,-91.5,28.2,2003-06-30 12:00:00,50.0,0.0,1002.0
ATLN,200303L,-91.3,28.6,2003-06-30 15:00:00,50.0,0.0,1000.0
ATLN,200303L,-91.0,29.1,2003-06-30 18:00:00,50.0,0.0,997.0
ATLN,200303L,-90.7,29.8,2003-06-30 21:00:00,48.0,0.0,998.0
ATLN,200303L,-90.3,30.4,2003-07-01 00:00:00,45.0,0.0,998.0
ATLN,200303L,-88.4,32.7,2003-07-01 12:00:00,25.0,0.0,1004.0
ATLN,200303L,-87.7,33.2,2003-07-01 15:00:00,23.0,0.0,1006.0
ATLN,200303L,-87.0,33.6,2003-07-01 18:00:00,20.0,0.0,1007.0
ATLN,200303L,-86.5,33.9,2003-07-01 21:00:00,20.0,0.0,1007.0
ATLN,200303L,-86.0,34.1,2003-07-02 00:00:00,20.0,0.0,1007.0
ATLN,200303L,-83.5,35.6,2003-07-02 12:00:00,20.0,0.0,1009.0
ATLN,200303L,-82.8,36.0,2003-07-02 15:00:00,20.0,0.0,1009.0
ATLN,200303L,-82.0,36.5,2003-07-02 18:00:00,20.0,0.0,1009.0
ATLN,200303L,-80.8,36.9,2003-07-02 21:00:00,20.0,0.0,1009.0
ATLN,200303L,-79.5,37.3,2003-07-03 00:00:00,20.0,0.0,1009.0
ATLN,200304L,-57.5,12.6,2003-07-07 12:00:00,30.0,0.0,1010.0
ATLN,200304L,-58.6,12.9,2003-07-07 15:00:00,33.0,0.0,1010.0
ATLN,200304L,-59.8,13.2,2003-07-07 18:00:00,35.0,0.0,1010.0
ATLN,200304L,-60.9,13.4,2003-07-07 21:00:00,35.0,0.0,1010.0
ATLN,200304L,-67.6,14.4,2003-07-08 12:00:00,40.0,0.0,1009.0
ATLN,200304L,-68.8,14.6,2003-07-08 15:00:00,43.0,0.0,1008.0
ATLN,200304L,-70.0,14.8,2003-07-08 18:00:00,45.0,0.0,1006.0
ATLN,200304L,-71.0,14.9,2003-07-08 21:00:00,48.0,0.0,1004.0
ATLN,200304L,-76.5,15.3,2003-07-09 12:00:00,55.0,0.0,1004.0
ATLN,200304L,-77.5,15.6,2003-07-09 15:00:00,55.0,0.0,1003.0
ATLN,200304L,-79.4,16.0,2003-07-09 21:00:00,55.0,0.0,1002.0
ATLN,200304L,-80.3,16.1,2003-07-10 00:00:00,55.0,0.0,1002.0
ATLN,200304L,-82.8,17.5,2003-07-10 12:00:00,70.0,0.0,988.0
ATLN,200304L,-83.4,18.1,2003-07-10 15:00:00,63.0,0.0,996.0
ATLN,200304L,-84.1,18.6,2003-07-10 18:00:00,55.0,0.0,1003.0
ATLN,200304L,-84.8,19.1,2003-07-10 21:00:00,53.0,0.0,1007.0
ATLN,200304L,-85.5,19.7,2003-07-11 00:00:00,50.0,0.0,1010.0
ATLN,200304L,-87.2,21.1,2003-07-11 12:00:00,50.0,0.0,1009.0
ATLN,200304L,-87.7,21.5,2003-07-11 15:00:00,48.0,0.0,1009.0
ATLN,200304L,-88.2,21.8,2003-07-11 18:00:00,45.0,0.0,1009.0
ATLN,200304L,-88.7,22.2,2003-07-11 21:00:00,45.0,0.0,1009.0
ATLN,200304L,-89.2,22.6,2003-07-12 00:00:00,45.0,0.0,1008.0
ATLN,200304L,-90.7,23.9,2003-07-12 12:00:00,45.0,0.0,1006.0
ATLN,200304L,-90.8,24.3,2003-07-12 15:00:00,45.0,0.0,1007.0
ATLN,200304L,-90.9,24.6,2003-07-12 18:00:00,45.0,0.0,1008.0
ATLN,200304L,-91.2,24.8,2003-07-12 21:00:00,45.0,0.0,1006.0
ATLN,200304L,-91.5,24.9,2003-07-13 00:00:00,45.0,0.0,1003.0
ATLN,200304L,-92.1,25.1,2003-07-13 12:00:00,50.0,0.0,999.0
ATLN,200304L,-92.2,25.2,2003-07-13 15:00:00,50.0,0.0,997.0
ATLN,200304L,-92.2,25.3,2003-07-13 18:00:00,50.0,0.0,995.0
ATLN,200304L,-92.2,25.5,2003-07-13 21:00:00,53.0,0.0,993.0
ATLN,200304L,-92.2,25.6,2003-07-14 00:00:00,55.0,0.0,991.0
ATLN,200304L,-92.6,26.7,2003-07-14 12:00:00,55.0,0.0,991.0
ATLN,200304L,-92.8,27.0,2003-07-14 15:00:00,58.0,0.0,990.0
ATLN,200304L,-93.0,27.3,2003-07-14 18:00:00,60.0,0.0,989.0
ATLN,200304L,-93.3,27.5,2003-07-14 21:00:00,60.0,0.0,989.0
ATLN,200304L,-93.6,27.7,2003-07-15 00:00:00,60.0,0.0,988.0
ATLN,200304L,-95.5,28.3,2003-07-15 12:00:00,75.0,0.0,982.0
ATLN,200304L,-96.2,28.5,2003-07-15 15:00:00,73.0,0.0,983.0
ATLN,200304L,-96.9,28.6,2003-07-15 18:00:00,70.0,0.0,984.0
ATLN,200304L,-97.6,28.6,2003-07-15 21:00:00,60.0,0.0,990.0
ATLN,200304L,-98.2,28.5,2003-07-16 00:00:00,50.0,0.0,995.0
ATLN,200304L,-101.7,29.1,2003-07-16 15:00:00,35.0,0.0,1005.0
ATLN,200304L,-102.6,29.3,2003-07-16 18:00:00,35.0,0.0,1007.0
ATLN,200304L,-103.4,29.6,2003-07-16 21:00:00,33.0,0.0,1011.0
ATLN,200304L,-104.3,29.9,2003-07-17 00:00:00,30.0,0.0,1014.0
ATLN,200305L,-54.1,30.8,2003-07-16 12:00:00,25.0,0.0,1017.0
ATLN,200305L,-54.4,31.3,2003-07-16 15:00:00,28.0,0.0,1016.0
ATLN,200305L,-54.7,31.7,2003-07-16 18:00:00,30.0,0.0,1015.0
ATLN,200305L,-55.0,32.1,2003-07-16 21:00:00,33.0,0.0,1014.0
ATLN,200305L,-56.0,33.9,2003-07-17 09:00:00,48.0,0.0,1010.0
ATLN,200305L,-56.4,34.4,2003-07-17 12:00:00,50.0,0.0,1009.0
ATLN,200305L,-56.5,34.8,2003-07-17 15:00:00,53.0,0.0,1009.0
ATLN,200305L,-56.6,35.3,2003-07-17 18:00:00,55.0,0.0,1008.0
ATLN,200305L,-56.5,35.8,2003-07-17 21:00:00,55.0,0.0,1008.0
ATLN,200305L,-55.5,37.6,2003-07-18 09:00:00,58.0,0.0,1005.0
ATLN,200305L,-54.9,38.1,2003-07-18 12:00:00,60.0,0.0,1003.0
ATLN,200305L,-54.1,38.7,2003-07-18 15:00:00,63.0,0.0,1003.0
ATLN,200305L,-53.4,39.2,2003-07-18 18:00:00,65.0,0.0,1002.0
ATLN,200305L,-52.5,39.7,2003-07-18 21:00:00,65.0,0.0,1002.0
ATLN,200305L,-48.9,41.6,2003-07-19 09:00:00,65.0,0.0,1001.0
ATLN,200305L,-47.8,42.1,2003-07-19 12:00:00,65.0,0.0,1001.0
ATLN,200305L,-46.8,42.4,2003-07-19 15:00:00,63.0,0.0,1002.0
ATLN,200305L,-45.8,42.7,2003-07-19 18:00:00,60.0,0.0,1003.0
ATLN,200305L,-44.9,42.7,2003-07-19 21:00:00,58.0,0.0,1004.0
ATLN,200305L,-41.5,42.2,2003-07-20 09:00:00,43.0,0.0,1008.0
ATLN,200305L,-40.7,41.9,2003-07-20 12:00:00,40.0,0.0,1008.0
ATLN,200305L,-40.0,41.4,2003-07-20 15:00:00,35.0,0.0,1009.0
ATLN,200305L,-39.2,40.9,2003-07-20 18:00:00,30.0,0.0,1009.0
ATLN,200305L,-38.5,40.3,2003-07-20 21:00:00,30.0,0.0,1009.0
ATLN,200305L,-36.5,38.3,2003-07-21 09:00:00,28.0,0.0,1011.0
ATLN,200305L,-36.3,37.9,2003-07-21 12:00:00,25.0,0.0,1011.0
ATLN,200305L,-36.1,37.5,2003-07-21 15:00:00,25.0,0.0,1012.0
ATLN,200305L,-35.9,37.1,2003-07-21 18:00:00,25.0,0.0,1013.0
ATLN,200305L,-35.8,36.7,2003-07-21 21:00:00,25.0,0.0,1014.0
ATLN,200305L,-36.5,35.5,2003-07-22 09:00:00,25.0,0.0,1018.0
ATLN,200305L,-36.7,35.3,2003-07-22 12:00:00,25.0,0.0,1018.0
ATLN,200305L,-37.0,35.2,2003-07-22 15:00:00,25.0,0.0,1019.0
ATLN,200305L,-37.2,35.1,2003-07-22 18:00:00,25.0,0.0,1019.0
ATLN,200305L,-37.5,35.0,2003-07-22 21:00:00,23.0,0.0,1020.0
ATLN,200305L,-38.8,35.2,2003-07-23 09:00:00,20.0,0.0,1020.0
ATLN,200305L,-39.0,35.5,2003-07-23 12:00:00,20.0,0.0,1020.0
ATLN,200305L,-39.5,35.8,2003-07-23 15:00:00,20.0,0.0,1020.0
ATLN,200305L,-40.0,36.0,2003-07-23 18:00:00,20.0,0.0,1020.0
ATLN,200305L,-40.3,36.0,2003-07-23 21:00:00,20.0,0.0,1021.0
ATLN,200305L,-40.3,36.5,2003-07-24 09:00:00,20.0,0.0,1021.0
ATLN,200305L,-40.0,36.5,2003-07-24 12:00:00,20.0,0.0,1021.0
ATLN,200305L,-39.8,36.5,2003-07-24 15:00:00,20.0,0.0,1021.0
ATLN,200305L,-39.5,36.4,2003-07-24 18:00:00,20.0,0.0,1021.0
ATLN,200305L,-39.2,36.5,2003-07-24 21:00:00,20.0,0.0,1022.0
ATLN,200305L,-39.1,36.1,2003-07-25 09:00:00,20.0,0.0,1022.0
ATLN,200305L,-39.0,36.0,2003-07-25 12:00:00,20.0,0.0,1022.0
ATLN,200305L,-39.0,35.8,2003-07-25 15:00:00,20.0,0.0,1022.0
ATLN,200305L,-39.0,35.5,2003-07-25 18:00:00,20.0,0.0,1022.0
ATLN,200305L,-39.3,35.0,2003-07-25 21:00:00,20.0,0.0,1023.0
ATLN,200305L,-40.3,33.4,2003-07-26 09:00:00,20.0,0.0,1023.0
ATLN,200305L,-40.5,33.0,2003-07-26 12:00:00,20.0,0.0,1023.0
ATLN,200305L,-40.8,32.5,2003-07-26 15:00:00,20.0,0.0,1023.0
ATLN,200305L,-41.0,32.0,2003-07-26 18:00:00,20.0,0.0,1023.0
ATLN,200305L,-41.5,31.5,2003-07-26 21:00:00,20.0,0.0,1024.0
ATLN,200306L,-43.5,12.3,2003-07-19 18:00:00,30.0,0.0,1010.0
ATLN,200306L,-44.4,12.4,2003-07-19 21:00:00,30.0,0.0,1010.0
ATLN,200306L,-47.9,12.8,2003-07-20 09:00:00,30.0,0.0,1011.0
ATLN,200306L,-48.8,12.9,2003-07-20 12:00:00,30.0,0.0,1011.0
ATLN,200306L,-49.8,13.1,2003-07-20 15:00:00,30.0,0.0,1012.0
ATLN,200306L,-50.9,13.2,2003-07-20 18:00:00,30.0,0.0,1012.0
ATLN,200306L,-52.0,13.4,2003-07-20 21:00:00,30.0,0.0,1012.0
ATLN,200306L,-57.4,14.0,2003-07-21 12:00:00,30.0,0.0,1012.0
ATLN,200307L,-80.1,29.3,2003-07-25 12:00:00,25.0,0.0,1017.0
ATLN,200307L,-80.3,29.7,2003-07-25 15:00:00,25.0,0.0,1017.0
ATLN,200307L,-80.5,30.1,2003-07-25 18:00:00,25.0,0.0,1017.0
ATLN,200307L,-80.7,30.4,2003-07-25 21:00:00,28.0,0.0,1017.0
ATLN,200307L,-80.8,30.7,2003-07-26 00:00:00,30.0,0.0,1016.0
ATLN,200307L,-82.0,32.3,2003-07-26 12:00:00,20.0,0.0,1022.0
ATLN,200307L,-82.3,32.5,2003-07-26 15:00:00,18.0,0.0,1022.0
ATLN,200307L,-82.6,32.8,2003-07-26 18:00:00,15.0,0.0,1022.0
ATLN,200307L,-82.8,32.9,2003-07-26 21:00:00,15.0,0.0,1022.0
ATLN,200307L,-83.0,33.0,2003-07-27 00:00:00,15.0,0.0,1022.0
ATLN,200308L,-90.5,26.1,2003-08-15 12:00:00,45.0,0.0,1007.0
ATLN,200308L,-93.5,25.9,2003-08-15 21:00:00,53.0,0.0,998.0
ATLN,200308L,-94.4,25.9,2003-08-16 00:00:00,55.0,0.0,995.0
ATLN,200308L,-98.3,25.0,2003-08-16 15:00:00,50.0,0.0,996.0
ATLN,200308L,-98.9,24.8,2003-08-16 18:00:00,35.0,0.0,1003.0
ATLN,200308L,-99.6,24.8,2003-08-16 21:00:00,30.0,0.0,1006.0
ATLN,200309L,-68.2,16.2,2003-08-22 12:00:00,30.0,0.0,1008.0
ATLN,200310L,-30.7,14.6,2003-08-27 18:00:00,25.0,0.0,1009.0
ATLN,200310L,-35.2,14.9,2003-08-28 09:00:00,33.0,0.0,1007.0
ATLN,200310L,-36.2,15.0,2003-08-28 12:00:00,35.0,0.0,1006.0
ATLN,200310L,-37.2,15.1,2003-08-28 15:00:00,38.0,0.0,1005.0
ATLN,200310L,-38.2,15.1,2003-08-28 18:00:00,40.0,0.0,1004.0
ATLN,200310L,-42.5,15.4,2003-08-29 09:00:00,50.0,0.0,997.0
ATLN,200310L,-43.1,15.5,2003-08-29 12:00:00,50.0,0.0,997.0
ATLN,200310L,-43.7,15.7,2003-08-29 15:00:00,55.0,0.0,994.0
ATLN,200310L,-44.3,15.8,2003-08-29 18:00:00,60.0,0.0,990.0
ATLN,200310L,-45.0,16.1,2003-08-29 21:00:00,63.0,0.0,989.0
ATLN,200310L,-47.5,16.9,2003-08-30 09:00:00,78.0,0.0,979.0
ATLN,200310L,-48.0,17.0,2003-08-30 12:00:00,85.0,0.0,973.0
ATLN,200310L,-48.6,17.1,2003-08-30 15:00:00,93.0,0.0,967.0
ATLN,200310L,-49.2,17.3,2003-08-30 18:00:00,100.0,0.0,960.0
ATLN,200310L,-49.8,17.5,2003-08-30 21:00:00,105.0,0.0,956.0
ATLN,200310L,-52.5,18.0,2003-08-31 12:00:00,110.0,0.0,952.0
ATLN,200310L,-53.0,18.1,2003-08-31 15:00:00,113.0,0.0,950.0
ATLN,200310L,-53.5,18.2,2003-08-31 18:00:00,115.0,0.0,948.0
ATLN,200310L,-53.9,18.3,2003-08-31 21:00:00,118.0,0.0,947.0
ATLN,200310L,-56.3,18.7,2003-09-01 12:00:00,120.0,0.0,949.0
ATLN,200310L,-56.8,18.9,2003-09-01 15:00:00,123.0,0.0,947.0
ATLN,200310L,-57.3,19.0,2003-09-01 18:00:00,125.0,0.0,944.0
ATLN,200310L,-57.8,19.1,2003-09-01 21:00:00,125.0,0.0,944.0
ATLN,200310L,-59.9,20.1,2003-09-02 12:00:00,120.0,0.0,945.0
ATLN,200310L,-60.3,20.3,2003-09-02 15:00:00,120.0,0.0,946.0
ATLN,200310L,-60.7,20.5,2003-09-02 18:00:00,120.0,0.0,946.0
ATLN,200310L,-61.0,20.7,2003-09-02 21:00:00,118.0,0.0,946.0
ATLN,200310L,-62.3,21.9,2003-09-03 12:00:00,110.0,0.0,945.0
ATLN,200310L,-62.5,22.2,2003-09-03 15:00:00,110.0,0.0,945.0
ATLN,200310L,-62.8,22.5,2003-09-03 18:00:00,110.0,0.0,944.0
ATLN,200310L,-62.9,22.9,2003-09-03 21:00:00,113.0,0.0,942.0
ATLN,200310L,-63.8,24.8,2003-09-04 12:00:00,105.0,0.0,944.0
ATLN,200310L,-64.0,25.3,2003-09-04 15:00:00,108.0,0.0,943.0
ATLN,200310L,-64.3,25.8,2003-09-04 18:00:00,110.0,0.0,941.0
ATLN,200310L,-64.4,26.5,2003-09-04 21:00:00,113.0,0.0,941.0
ATLN,200310L,-65.3,30.1,2003-09-05 12:00:00,105.0,0.0,951.0
ATLN,200310L,-65.3,31.0,2003-09-05 15:00:00,105.0,0.0,951.0
ATLN,200310L,-65.3,31.8,2003-09-05 18:00:00,105.0,0.0,950.0
ATLN,200310L,-65.0,32.6,2003-09-05 21:00:00,103.0,0.0,952.0
ATLN,200310L,-62.4,36.0,2003-09-06 12:00:00,100.0,0.0,957.0
ATLN,200310L,-61.4,36.5,2003-09-06 15:00:00,100.0,0.0,958.0
ATLN,200310L,-60.4,36.9,2003-09-06 18:00:00,100.0,0.0,958.0
ATLN,200310L,-59.3,37.4,2003-09-06 21:00:00,95.0,0.0,960.0
ATLN,200310L,-53.4,40.6,2003-09-07 12:00:00,80.0,0.0,967.0
ATLN,200310L,-52.0,41.5,2003-09-07 15:00:00,78.0,0.0,970.0
ATLN,200310L,-50.7,42.3,2003-09-07 18:00:00,75.0,0.0,972.0
ATLN,200310L,-49.3,43.3,2003-09-07 21:00:00,73.0,0.0,974.0
ATLN,200310L,-42.8,47.5,2003-09-08 09:00:00,68.0,0.0,979.0
ATLN,200310L,-40.8,48.7,2003-09-08 12:00:00,65.0,0.0,980.0
ATLN,200310L,-38.4,50.2,2003-09-08 15:00:00,65.0,0.0,980.0
ATLN,200310L,-36.0,51.7,2003-09-08 18:00:00,65.0,0.0,980.0
ATLN,200311L,-92.4,24.3,2003-08-30 12:00:00,30.0,0.0,1008.0
ATLN,200311L,-92.8,24.6,2003-08-30 15:00:00,33.0,0.0,1009.0
ATLN,200311L,-93.3,24.9,2003-08-30 18:00:00,35.0,0.0,1009.0
ATLN,200311L,-93.8,25.4,2003-08-30 21:00:00,35.0,0.0,1009.0
ATLN,200311L,-94.3,25.8,2003-08-31 00:00:00,35.0,0.0,1009.0
ATLN,200311L,-95.4,29.8,2003-08-31 15:00:00,33.0,0.0,1008.0
ATLN,200311L,-95.6,30.1,2003-08-31 18:00:00,30.0,0.0,1009.0
ATLN,200311L,-96.0,30.5,2003-08-31 21:00:00,28.0,0.0,1009.0
ATLN,200311L,-96.4,30.9,2003-09-01 00:00:00,25.0,0.0,1009.0
ATLN,200311L,-96.1,33.1,2003-09-01 15:00:00,20.0,0.0,1011.0
ATLN,200311L,-95.7,33.6,2003-09-01 18:00:00,20.0,0.0,1011.0
ATLN,200311L,-95.3,33.9,2003-09-01 21:00:00,18.0,0.0,1011.0
ATLN,200311L,-95.0,34.1,2003-09-02 00:00:00,15.0,0.0,1011.0
ATLN,200312L,-87.7,27.4,2003-09-03 18:00:00,25.0,0.0,1013.0
ATLN,200312L,-87.8,27.5,2003-09-03 21:00:00,25.0,0.0,1012.0
ATLN,200312L,-87.8,27.6,2003-09-04 00:00:00,25.0,0.0,1011.0
ATLN,200312L,-87.2,27.8,2003-09-04 12:00:00,30.0,0.0,1010.0
ATLN,200312L,-86.3,27.8,2003-09-04 18:00:00,30.0,0.0,1002.0
ATLN,200312L,-86.0,27.7,2003-09-04 21:00:00,30.0,0.0,1003.0
ATLN,200312L,-85.8,27.6,2003-09-05 00:00:00,30.0,0.0,1004.0
ATLN,200312L,-84.4,28.1,2003-09-05 12:00:00,40.0,0.0,997.0
ATLN,200312L,-84.3,28.2,2003-09-05 15:00:00,45.0,0.0,997.0
ATLN,200312L,-84.2,28.3,2003-09-05 18:00:00,50.0,0.0,997.0
ATLN,200312L,-84.1,28.1,2003-09-05 21:00:00,40.0,0.0,1000.0
ATLN,200312L,-81.8,28.4,2003-09-06 12:00:00,25.0,0.0,1007.0
ATLN,200312L,-81.1,28.8,2003-09-06 15:00:00,25.0,0.0,1007.0
ATLN,200312L,-80.4,29.2,2003-09-06 18:00:00,25.0,0.0,1006.0
ATLN,200312L,-80.0,29.6,2003-09-06 21:00:00,28.0,0.0,1006.0
ATLN,200312L,-78.5,30.8,2003-09-07 12:00:00,30.0,0.0,1006.0
ATLN,200312L,-78.2,31.1,2003-09-07 15:00:00,30.0,0.0,1006.0
ATLN,200312L,-77.9,31.3,2003-09-07 18:00:00,30.0,0.0,1006.0
ATLN,200312L,-77.5,31.5,2003-09-07 21:00:00,30.0,0.0,1006.0
ATLN,200312L,-75.9,32.5,2003-09-08 12:00:00,30.0,0.0,1006.0
ATLN,200312L,-75.6,32.7,2003-09-08 15:00:00,28.0,0.0,1006.0
ATLN,200312L,-75.3,32.9,2003-09-08 18:00:00,25.0,0.0,1006.0
ATLN,200313L,-33.3,13.8,2003-09-06 09:00:00,38.0,0.0,1004.0
ATLN,200313L,-33.9,13.6,2003-09-06 12:00:00,40.0,0.0,1003.0
ATLN,200313L,-34.4,13.5,2003-09-06 15:00:00,43.0,0.0,1002.0
ATLN,200313L,-34.9,13.4,2003-09-06 18:00:00,45.0,0.0,1000.0
ATLN,200313L,-36.9,14.2,2003-09-07 09:00:00,63.0,0.0,989.0
ATLN,200313L,-37.3,14.4,2003-09-07 12:00:00,65.0,0.0,987.0
ATLN,200313L,-37.9,14.8,2003-09-07 15:00:00,68.0,0.0,986.0
ATLN,200313L,-38.5,15.2,2003-09-07 18:00:00,70.0,0.0,984.0
ATLN,200313L,-41.5,16.8,2003-09-08 09:00:00,103.0,0.0,959.0
ATLN,200313L,-42.0,17.1,2003-09-08 12:00:00,110.0,0.0,952.0
ATLN,200313L,-42.5,17.4,2003-09-08 15:00:00,110.0,0.0,952.0
ATLN,200313L,-43.1,17.6,2003-09-08 18:00:00,110.0,0.0,952.0
ATLN,200313L,-43.6,17.9,2003-09-08 21:00:00,113.0,0.0,950.0
ATLN,200313L,-45.8,19.1,2003-09-09 09:00:00,115.0,0.0,948.0
ATLN,200313L,-46.3,19.4,2003-09-09 12:00:00,115.0,0.0,948.0
ATLN,200313L,-46.8,19.7,2003-09-09 15:00:00,115.0,0.0,948.0
ATLN,200313L,-47.3,20.0,2003-09-09 18:00:00,115.0,0.0,948.0
ATLN,200313L,-47.8,20.3,2003-09-09 21:00:00,113.0,0.0,950.0
ATLN,200313L,-50.4,21.1,2003-09-10 12:00:00,115.0,0.0,948.0
ATLN,200313L,-50.9,21.1,2003-09-10 15:00:00,118.0,0.0,945.0
ATLN,200313L,-51.4,21.1,2003-09-10 18:00:00,120.0,0.0,942.0
ATLN,200313L,-51.8,21.1,2003-09-10 21:00:00,123.0,0.0,939.0
ATLN,200313L,-53.6,21.4,2003-09-11 09:00:00,130.0,0.0,930.0
ATLN,200313L,-54.0,21.4,2003-09-11 12:00:00,135.0,0.0,925.0
ATLN,200313L,-54.4,21.4,2003-09-11 15:00:00,140.0,0.0,920.0
ATLN,200313L,-54.8,21.5,2003-09-11 18:00:00,145.0,0.0,915.0
ATLN,200313L,-55.3,21.6,2003-09-11 21:00:00,143.0,0.0,918.0
ATLN,200313L,-57.4,21.6,2003-09-12 12:00:00,140.0,0.0,920.0
ATLN,200313L,-57.8,21.6,2003-09-12 15:00:00,140.0,0.0,920.0
ATLN,200313L,-58.2,21.7,2003-09-12 18:00:00,140.0,0.0,920.0
ATLN,200313L,-58.7,21.8,2003-09-12 21:00:00,138.0,0.0,923.0
ATLN,200313L,-61.0,22.1,2003-09-13 12:00:00,135.0,0.0,935.0
ATLN,200313L,-61.5,22.3,2003-09-13 15:00:00,138.0,0.0,934.0
ATLN,200313L,-62.1,22.5,2003-09-13 18:00:00,140.0,0.0,932.0
ATLN,200313L,-62.7,22.7,2003-09-13 21:00:00,138.0,0.0,934.0
ATLN,200313L,-65.8,23.5,2003-09-14 12:00:00,135.0,0.0,935.0
ATLN,200313L,-66.4,23.7,2003-09-14 15:00:00,138.0,0.0,934.0
ATLN,200313L,-67.0,23.9,2003-09-14 18:00:00,140.0,0.0,933.0
